;Id;Immobilisations incorporelles;Immobilisations corporelles;Actifs financiers non courants;Stocks et travaux en-cours;Créances clients et comptes rattachés;Trésorerie et équivalents de trésorerie;Total actif;Capitaux propres;Provisions pour risques et charges non courantes;Dettes financières non courantes;Dettes financières courantes;Fournisseurs et comptes rattaches;Total passif;Chiffre d'affaires;Produits des activités ordinaires;Résultat opérationnel;Coût de l'endettement financier net;Quote part resultats des Sociétés Mises en Equivalence;RN des activités abandonnées;Résultat net;total des passifs courants;Fonds de roulement;EBIT;sales;A;B;C;D;E;scoring;Approval;RAF1;RAF2;RFD;RLG;RLR;RFI;DPC;RCP;TRN
222;223;713136;27782;300618;8700;65755;345414;79989;29210;16900;953240;860900;51997;79989;275,4239795;119,573736;536,0484024;105,7232332;97,99264396;-118,7789856;690,770326;913002,7232;-441031;-16744,14976;275,4239795;-5,513645626;0,008635817;-0,209330655;0,365175212;0,003443273;-7,07252737;0;0,365175212;0,03064286;22,67986848;0,487709374;0,477603671;3,268101045;87140,46992;0,023648419;2,508025363
223;224;715209;38884;11674;10500;55389;450281;64884;12078;56163;1570141;1061100;58969;64884;208,6163238;120,5909249;395,6202236;95,59117514;92,50746538;-96,89419534;652,8587044;1120164,591;-544930;-56074,9746;208,6163238;-8,398526601;0,010061937;-0,864234243;0,186147586;0,00321522;-12,80121444;0;0,186147586;0,007692303;40,55300228;0,486448026;0,476552634;135,5335789;96909,89004;0,054053544;3,129470851
224;225;809960;29054;7639;0;43389;1580284;0;0;60230;1740667;92372;53616;0;204,9947455;124,6995096;440,5084114;98,92405128;108,234589;-77,23950783;343,4267702;146086,9241;1531301;-60149,70476;204,9947455;inf;inf;#NOM?;;inf;;0;;0;inf;17,57754514;17,57754514;227,8658201;77255,56556;inf;1,675295478
225;226;986016;14191;9140;300;77804;908139;44967;35638;70092;3302400;82006;304911;44967;-18,07581318;120,5325159;94,91826659;128;106,4362107;-86,59301123;557,1710898;387045;904237;-70230,60833;-18,07581318;20,10890208;0,012390666;-1,561825524;0,792536749;-0,00040198;19,46912527;1;0,792536749;0,010791546;75,26421598;12,02647367;12,0228154;365,212035;-1571075,1;0,015634185;-30,82412305
226;227;751900;12658;7851;500;86166;965935;195261;181419;80400;3252900;95719;334537;195261;-38,96031309;124,0726676;115,5158685;209;106,1683942;-91,51620826;567,9190957;430465;956882;-80563,03298;-38,96031309;4,900528011;0,002908513;-0,412591521;0,929110268;-0,000199529;5,080420143;1;0,929110268;0,055771465;17,14945125;10,99678225;10,99155862;437,4371418;-807246,8496;0,003130428;-14,5768617
227;228;702400;9230;56782;800;370954;1092337;167840;145602;0;2434800;93756;448265;167840;47,03198914;126,2599475;131,1266339;442;108,1743122;-95,23442272;514,2122077;542463;1370335;-79,22795839;47,03198914;8,164531697;0,003063705;-0,000472045;0,867504766;0,000280219;10,32095255;1;0,867504766;0,059800394;15,06527645;15,61597124;15,60743846;45,44401395;2878853,573;0,003531629;10,93324389
228;229;653600;89236;66596;1400;370706;0;118546;85560;903;3380300;80602;428418;118546;-79,2075938;125,8355724;44,81963031;51,67224731;107,1250748;-157,166316;781,5036178;509071,6722;291504;-1108,043166;-79,2075938;2,458994821;0,006592408;-0,009346947;0,721745145;-0,000668159;3,361557159;1;0,721745145;0,025311363;29,19459113;4,616585196;4,5992159;52,04306565;-1708266,638;0,009133983;-9,866523907
229;230;575500;84102;58828;1170900;406400;114300;13163000;7054000;827;111213;46360;66700;13163000;-1683,390923;110,748034;1197,222388;83,94518569;94,29961655;-275,9085925;585,535731;113143,9452;1645240;-2621,138957;-1683,390923;0,124989744;4,45E-05;-0,000199129;0,535896072;-0,000127888;0,470802598;0;0,535896072;63,42783667;0,011970903;36,48835203;11,23166523;121,7993642;-88117,38139;8,30E-05;-0,347831109
230;231;12846;114855;67556;1174000;345400;78000;10064000;5814000;1399;83166;50899;54600;10064000;-1182,571295;123,8827263;1137,686888;77,43705742;95,43680823;-293,8722722;675,1068022;105576,4371;1546501;-2705,454021;-1182,571295;0,153666634;6,71E-05;-0,000268825;0,577702703;-0,000117505;0,530110868;0;0,577702703;69,90837602;0,013321244;31,3837207;8,318434547;87,29300136;-106607,5259;0,000116117;-0,570880424
231;232;14158;159247;10100;1358500;343700;49300;46269000;33262000;1084;68204;54630;56300;46269000;-5654,697698;56,4037833;4193,989379;109,0310621;69,08217205;-371,5705076;408,6270902;111039,0311;1696870;-6795,101481;-5654,697698;0,036674015;8,83E-06;-0,000146861;0,718883053;-0,000122214;0,47474416;0;0,718883053;487,6840068;0,00265478;32,06113857;7,193849533;3300,020198;-22185,18243;1,23E-05;-0,072263295
232;233;13774;4999600;22000;0;333700;248600;52583000;35332000;144463;57081;916300;61700;52583000;-6676,7638;44,13479177;5167,026422;147,4647363;73,22733799;-313,333566;-83,65558852;978147,4647;-334000;-151183,8986;-6676,7638;-0,006351863;-1,59E-06;-0,002875148;0,67192819;-0,000126976;0,385917488;0;0,67192819;618,9800459;0,018511325;0,63549056;0,63549056;1608,594591;-18242,44554;-2,37E-06;0,012529362
233;234;12746;4893900;42100;1072800;119483;826098;2823100;726600;158537;352865;310600;56682;2823100;-249,828211;136,0919892;1168,683047;108,077727;103,7625051;-253,4050992;219,0827179;367390,0777;1707781;-158922,9202;-249,828211;0,604931104;7,76E-05;-0,056293762;0,257376643;-8,85E-05;0,694594046;0;0,257376643;2,059144432;0,235012929;6,498329041;3,044368963;25,64049881;-174565,1335;0,000301518;-0,876933462
234;235;40057;4761700;43800;1091800;134331;820357;3467000;966400;142631;314841;423400;69778;3467000;-355,6620228;134,1700356;1136,467866;108,7294062;101,429391;-244,7967281;232,7418972;493286,7294;1623088;-143120,8321;-355,6620228;0,468153447;6,71E-05;-0,041280886;0,278742429;-0,000102585;0,592794067;0;0,278742429;3,069485867;0,21293366;4,833462447;2,254813415;29,25207763;-137857,8872;0,000240834;-0,654390636
235;236;42953;3881400;1337;1079400;134397;506246;3629800;1165600;145283;407983;714000;62389;3629800;-375,4992569;132,0201387;1020,950836;102,8284899;700;-239,554923;377,2164527;776491,8285;1006043;-145790,5194;-375,4992569;0,277162103;0,000103922;-0,04016489;0,321119621;-0,000103449;0,392764199;0;0,321119621;2,856981786;0,309103256;2,40902381;0,897259104;1176,950636;-130639,1533;0,000323624;-1,0045731
236;237;50559;137215;1382;960000;119700;297000;3599800;1044400;128400;396510;123700;48938;3599800;-385,0280959;134,8312933;679,2493355;81,97991854;99,25352391;-255,3306207;678,1199678;172719,9799;1253000;-128919,8594;-385,0280959;0,348074893;0,000188377;-0,035813062;0,290127229;-0,000106958;0,473739876;0;0,290127229;2,633981488;0,144510806;11,12934519;3,368633791;1042,626628;-113473,5373;0,000649291;-1,761222038
237;238;58314;138879;1511;4966;179402;0;6062656;2528452;97300;964200;52300;162987;6062656;-766,1733568;130,7871843;899,406803;76,6027995;107,0817641;-237,447875;710,5712746;215363,6028;132068;-98196,96054;-766,1733568;0,021783852;0,000117205;-0,01619702;0,417053516;-0,000126376;0,222960276;0;0,417053516;2,622331467;0,167665789;3,525200765;3,430248566;2311,483786;-85465,94503;0,00028103;-0,927428849
238;239;935000;142285;1548;551;184193;158642;6359687;2642667;107100;1592200;41700;175794;6359687;-855,716372;115,3732718;763,1487225;84,6197956;300;-187,5050463;596,1937057;217578,6198;301686;-108071,0896;-855,716372;0,04743724;9,37E-05;-0,016993146;0,415534129;-0,000134553;0,250164475;0;0,415534129;1,659758196;0,25691516;8,234676259;8,22146283;2735,702196;-78566,27172;0,000225603;-0,696718826
239;240;1107700;136902;5783;431;207638;174501;6596626;2777228;130800;1598400;185900;185958;6596626;-883,2132112;111,2714639;758,4328014;87,78537478;104,1064992;-173,8040508;573,4298731;371945,7854;196670;-131794,4847;-883,2132112;0,029813726;8,69E-05;-0,019979075;0,421007345;-0,000133889;0,222437742;0;0,421007345;1,737505005;0,270486761;2,057934373;2,055615923;756,6363479;-85809,25765;0,000206476;-0,649254184
240;241;1281300;68912;5851;333;224130;187785;6505898;2673012;53676;1869500;153400;209619;6505898;-905,3226254;108,6241634;619,8223652;86,05896588;104,4334992;-156,2974235;581,035552;363105,059;258848;-54689,94679;-905,3226254;0,039786667;8,93E-05;-0,00840621;0,410859808;-0,000139154;0,26650527;0;0,410859808;1,429800481;0,310933249;2,687405476;2,685234681;776,3650658;-90362,75876;0,000217371;-0,641799438
241;242;1959400;71456;2703;0;1696900;398018;10380288;5580191;47877;112100;300600;3449700;10380288;-1459,474631;105,9706745;-251,455332;65,73761614;105,6295708;-99,63081011;775,6819427;3750365,738;1794318;-49442,44531;-1459,474631;0,17285821;7,47E-05;-0,004763109;0,53757574;-0,000140601;0,514221052;0;0,53757574;49,77868867;0,039758049;6,969121756;6,969121756;2105,916019;-424377,7089;0,000139006;-0,531480251
242;243;87200;68783;25121;0;1652100;122206;11508573;5946478;44146;104100;258400;3733300;11508573;-1770,767608;135,8987897;-276,3527185;923;105,9496306;-177,000147;1091,755652;3992623;1515906;-46052,6664;-1770,767608;0,131719719;9,49E-05;-0,004001597;0,516699855;-0,000153865;0,454857252;0;0,516699855;57,12274736;0,031498258;6,866509288;6,866509288;240,8573703;-340539,604;0,000183597;-0,616543722
243;244;96400;70603;121500;0;1766100;106979;12034735;6294421;47072;96100;252800;4219300;12034735;-1889,791624;135,8129849;-441,9293029;200;106,6364955;-167,6249634;1177,147616;4472300;1620279;-49097,60461;-1889,791624;0,134633542;9,78E-05;-0,004079658;0,523021155;-0,000157028;0,461889981;0;0,523021155;65,49865765;0,028991083;7,409331487;7,409331487;52,59688066;-341109,8303;0,000187014;-0,622898102
244;245;104800;2247300;176800;0;1947500;33112;13890283;6631106;36213;229700;1084700;4562600;13890283;-2294,088947;129,7270825;-496,2375862;46,50142281;97,04737654;-128,4658605;1105,131378;5647346,501;895912;-38636,81603;-2294,088947;0,06449919;7,96E-05;-0,002781572;0,477391713;-0,000165158;0,354601098;0;0,477391713;28,86855028;0,094627302;1,82595372;1,82595372;38,8054638;-309856,12;0,000166659;-0,481729961
245;246;148400;2468200;379800;0;336400;22909;0;0;33008;245500;2082800;295900;0;336,9591982;123,0684828;703,3303112;112,0898109;84,26563274;-113,4699386;678,6902408;2378812,09;-1723491;-32794,10928;336,9591982;#NOM?;inf;#NOM?;;inf;;0;;0;inf;0,172512483;0,172512483;0,646392838;364394,2669;inf;2,01416149
246;247;29100;2649700;198100;2747725;373500;243441;2235900;-6100;38235;295300;2499900;324000;2235900;-316,7338054;122,6249415;-77,15793249;96,29511798;51,98292694;-300;749,8862991;2823996,295;864766;-38674,35875;-316,7338054;0,386764167;0,000335385;-0,017296998;-0,002728208;-0,000141658;0,40572786;0;-0,002728208;-0,020656959;1,250145355;1,345920237;0,246786271;1,459868753;-430416,639;-0,12293218;-2,367560034
247;248;40000;2784600;721700;2401742;411500;259573;2154900;-79700;48084;430800;0;369300;2154900;-350,3377913;132,3983425;375,9070044;87,75213077;98,112244;-313,1675141;663,4419828;369387,7521;3072815;-48566,73613;-350,3377913;1,425966402;0,000307876;-0,022537814;-0,036985475;-0,000162577;1,614862059;0;-0,036985475;-0,185004643;0,199916469;inf;inf;0,486490231;-428721,947;-0,008324241;-1,893720858
248;249;50300;349400;782900;2057590;469800;345610;2160200;-198400;344100;632400;7200;411600;2160200;-377,3792507;130,5867278;290,1236177;78,68002859;97,06181794;-298,5925305;755,1807729;418878,68;2865800;-344607,966;-377,3792507;1,326636423;0,000349588;-0,159525954;-0,091843348;-0,000174696;1,010736777;0;-0,091843348;-0,31372549;0,296083696;399,0277778;113,2513889;0,554349214;-454389,0521;-0,003806355;-2,001118958
249;250;111900;373100;793400;0;43000;448628;2290400;713600;399700;7156900;56100;24200;2290400;-936,7874386;115,66658;-97,32699755;43,82231127;105,5871588;-114,5729748;756,0430402;80343,82231;435528;-400752,454;-936,7874386;0,190153685;0,000330092;-0,174970509;0,311561299;-0,000409006;-0,162228356;0;0,311561299;0,099707974;3,149231575;8,76342246;8,76342246;9,919964709;-16754,06752;0,001059477;-0,807059327
250;251;10290200;378800;598700;0;58000;1153800;4129415;1756714;397200;8335600;292100;28000;4129415;-890,2831593;-52,1355441;-555,8720614;186,940713;98,81306765;315,0526779;-430,2569584;320286,9407;919700;-398038,1476;-890,2831593;0,222719199;-0,000104193;-0,096390929;0,425414738;-0,000215595;0,20406035;0;0,425414738;0,210748356;2,089327423;4,148579254;4,148579254;16,85704694;-23778,95142;-0,000244921;0,483281026
251;252;10060500;394000;506500;0;107800;408000;5832307;2481973;393300;9419700;783000;53700;5832307;-1319,076364;-54,29320404;-737,6749285;-524;88,3529973;302,4759697;-214,2400586;836176;-267200;-394564,7832;-1319,076364;-0,045813775;-3,67E-05;-0,06765158;0,425555959;-0,000226167;-0,023170762;0;0,425555959;0,263487478;1,74934207;0,658748404;0,658748404;23,49787364;-29829,20556;-8,63E-05;0,162416722
252;253;10831700;297500;502800;0;135400;733500;7205448;2722182;83700;0;26259;69900;7205448;-387,2911913;-48,01844587;841,0281541;-154;111,6187019;176,1591279;-536,4789527;96005;842641;-84039,27275;-387,2911913;0,116944984;-7,45E-05;-0,011663296;0,377794968;-5,37E-05;0,328364099;0;0,377794968;inf;0,003644326;33,08960737;33,08960737;5,414045346;-127606,8269;-0,000197077;1,385208248
253;254;473100;313500;533400;0;5111700;1455300;7823100;2898100;83900;853800;30741;5043700;7823100;-1607,223054;137,1265302;-1557,843729;484;121,9628485;-134,2134363;369,6359895;5074925;6536259;-85644,34958;-1607,223054;0,835507535;4,72E-05;-0,010947623;0,370454168;-0,000205446;1,18861509;0;0,370454168;3,39435465;0,113067838;213,6234996;213,6234996;7,033933258;-1160865,939;0,000127544;-0,22998425
254;255;480000;331400;585000;4;5127800;99672;0;0;83200;855100;31504;4943200;0;-269,2000656;146,6593097;-1620,191164;-110,3715301;124,7663114;-221,3481258;700,9005987;4974593,628;5195972;-83615,85938;-269,2000656;inf;inf;#NOM?;;#NOM?;;0;;0;inf;165,9305485;165,9304215;1,461709402;-6952624,607;inf;-2,603642006
255;256;511000;952400;1220700;4;5229400;103701;749896;447167;106200;1737200;21547;5087500;749896;-513,5205838;137,1023835;-1687,580889;-104,1822663;128,0979466;-202,2200176;734,6730344;5108942,818;5311558;-106850,623;-513,5205838;7,083059518;0,0009797;-0,142487256;0,596305354;-0,000684789;8,387933481;1;0,596305354;0,257406746;2,345321218;247,5103263;247,5101406;1,789438027;-3716951,297;0,00164295;-1,430659369
256;257;506000;3109200;5256700;4;0;78930;757517;548018;13200;1786000;48;0;757517;-28,00120516;69,9631781;1206,580814;223,7086089;141,6301947;-123,0175724;1039,243897;271,7086089;78886;-13297,96438;-28,00120516;0,104137597;0,001371908;-0,017554675;0,72343987;-3,70E-05;0,50298232;0;0,72343987;0,306840985;2,357766228;1644,458333;1644,375;0,444008218;0;0,001896368;-37,11425602
257;258;40640;2870600;7064300;0;265100;88963;1065581;729480;14900;196289;1468;1765600;1065581;-100,2003861;66,15624123;820,2792971;272,0883137;153,6994703;-89,87690207;1567,912188;1767340,088;352595;-15066,35663;-100,2003861;0,330894601;0,001471415;-0,0141391;0,684584278;-9,40E-05;0,763131005;0;0,684584278;3,716357004;0,185586079;241,1873297;241,1873297;0,131048936;-965679,9116;0,002149356;-15,64776593
258;259;41927;2812400;0;52;271800;210246;1598463;802324;53300;188148;3558;1876700;1598463;-69,44944953;146,4084514;478,9282637;96,90859885;115,8788728;-208,6184834;812,891547;1880354,909;478540;-53515,8579;-69,44944953;0,299375087;0,000508546;-0,033479573;0,501934671;-4,34E-05;0,550596834;0;0,501934671;4,26432383;0,119931459;135,4969084;135,4822934;inf;-1428477,845;0,001013171;-11,70479467
259;260;35543;0;13900;0;274800;174958;684987;155014;28300;168665;325;1888700;684987;47,69278591;147,3803884;51,5965607;84,79468722;112,0335038;-184,2047118;1047,759499;1889109,795;449433;-28399,6876;47,69278591;0,656119021;0,001529605;-0,041460185;0,226302105;6,96E-05;0,788516551;0;0,226302105;0,919064418;0,246705412;1383,870769;1383,870769;23,28625899;2103085,364;0,006759128;21,96893049
260;261;26923;611200;20600;0;285000;173742;665570;96512;1852500;205448;575722;1784000;665570;55,62464887;141,936185;1378,762814;97,61907613;101,4572372;-326,25083;621,2867196;2359819,619;-116980;-1852586,312;55,62464887;-0,175759124;0,000933466;-2,783458256;0,145006536;8,36E-05;-9,307928846;0;0,145006536;0,469763638;1,173685713;0,796811656;0,796811656;14,65825243;1870124,165;0,006437404;11,16926996
261;262;10482;620200;28000;0;15643;222021;465323;9806;1817700;0;0;19925;465323;274,5944604;139,0405154;2232,145068;100,9747915;109,949719;-401,644127;279,0344546;20025,97479;237664;-1817564,446;274,5944604;0,510750597;0,000599658;-3,906027525;0,021073534;0,000590116;-12,26291636;0;0,021073534;inf;0;inf;inf;0,350214286;20793,19077;0,028455482;1,016169278
262;263;8146;1641200;33000;1843;14022;932500;225822;-99739;1599400;0;1534039;13516;225822;339,8871989;129,9924209;1906,361537;124,4264709;87,70724974;-241,293255;155,3890123;1547679,426;-585674;-1599190,105;339,8871989;-2,59352056;0,000688104;-7,081639987;-0,441670874;0,001505111;-26,7441707;0;-0,441670874;#NOM?;6,79313353;0,6182144;0,617012996;-3,022393939;15058,02518;-0,001557956;0,457178184
263;264;8460;594000;21487;2291;18411;1562200;4320551;562356;0;0;0;13431;4320551;-482,3005409;136,6334026;793,1582892;107,3212595;111,8817726;-141,0591285;340,5328057;13538,32126;1582902;-618,9339434;-482,3005409;0,366365771;7,88E-05;-0,000143253;0,130158399;-0,000111629;0,517259943;0;0,130158399;inf;0;inf;inf;26,1719179;-13933,25205;0,000605547;-0,706059349
264;265;8773;252620;22968;2521;19317;1563000;4514764;631266;179800;1506;6323;14892;4514764;-516,5638665;136,0676718;883,8109682;106,7433246;110,9210821;-154,815315;327,5960708;21321,74332;1578515;-180452,6315;-516,5638665;0,349634001;7,26E-05;-0,039969449;0,139822591;-0,000114417;0,371542341;0;0,139822591;419,1673307;0,001734088;250,6465285;250,2478254;27,55015674;-13649,24157;0,000518951;-0,634183093
265;266;97936;265836;23315;0;59658;2105300;6128101;837995;161500;1187;8535;18957;6128101;-833,9694135;132,9700374;809,326771;111,7239095;110,9007226;-114,6472457;183,4943814;27603,72391;2156423;-162466,9395;-833,9694135;0,351890904;2,99E-05;-0,026511792;0,136746278;-0,000136089;0,416733768;0;0,136746278;705,9772536;0,001586462;253,6564733;253,6564733;35,99322325;-26110,27413;0,000218968;-0,220025313
266;267;93360;271236;24219;727;62802;199600;6494636;889867;176700;10128691;9536;24684;6494636;-2190,323078;116,9735578;-938,8727443;-11,97415008;98,26261251;-78,8202639;833,8368358;34208,02585;253593;-179007,2966;-2190,323078;0,03904653;0,000128389;-0,027562329;0,137015685;-0,000337251;0,037952053;0;0,137015685;0,087856071;1,561015429;27,59322567;27,51698826;454,9551179;-10465,45609;0,000937035;-0,380691252
267;268;91529;304906;6630;1528;63914;165800;8882100;2734800;206000;0;6999;26823;8882100;-1217,427606;128,8437511;1181,230129;94,00526232;108,4770028;-255,7403107;597,915062;33916,00526;224243;-207346,2714;-1217,427606;0,02524662;6,73E-05;-0,023344285;0,307900159;-0,000137065;0,137957077;0;0,307900159;inf;0,000787989;33,03929133;32,82097442;412,4886878;-19162,21538;0,000218632;-0,49112987
268;269;8649;9098;6750;779;67363;167200;7911300;2966000;45034;8374064;3163;28516;7911300;-2025,290447;117,3265849;-460,6569451;5,135739085;98,35988114;-104,3118948;840,7503494;31684,13574;232179;-47176,61703;-2025,290447;0,029347768;0,000106272;-0,005963194;0,374906779;-0,000256;0,24037563;0;0,374906779;0,354188838;1,058893861;74,4046791;74,15839393;1680,009481;-12140,23156;0,000283463;-0,415125816
269;270;8046;16445;5883;624;145532;201500;7794400;2847400;17243;0;3160;571146;7794400;-1021,430561;133,250193;828,1134459;89,89420564;108,7075349;-224,114989;757,8768815;574395,8942;344496;-18397,68075;-1021,430561;0,044197886;9,72E-05;-0,002360372;0,365313558;-0,000131047;0,264441452;0;0,365313558;inf;0,000405419;110,0177215;109,8202532;484,0047595;-52004,69033;0,000266165;-0,741975921
